sheet,support_item_number,support_item_name,registration_group_number,registration_group_name,support_category_number,support_category_number_pace,support_category_name,support_category_name_pace,unit,quote,start_date,start_date_iso,end_date,end_date_iso,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations,NDIA Requested Reports,Irregular SIL Supports,type
Current Support Items,03_089_0121_1_1,Auslan Or Signed English Training,0121,Interpreting And Translation,3,3,Consumables,Consumables,H,No,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,,,,,,,,,,,
Current Support Items,03_090_0121_1_1,Interpreting And Translating,0121,Interpreting And Translation,3,3,Consumables,Consumables,H,No,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,,,,,,,,,,,
Current Support Items,03_091_0121_1_1,Telephone Or Video Interpreting,0121,Interpreting And Translation,3,3,Consumables,Consumables,H,No,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,,,,,,,,,,,
Current Support Items,04_049_0104_1_1,Establishment Fee For Personal Care/Participation,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1,N,N,N,N,N,Price Limited Supports
Current Support Items,04_049_0125_1_1,Establishment Fee For Personal Care/Participation,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1,N,N,N,N,N,Price Limited Supports
Current Support Items,04_049_0133_5_1,Establishment Fee For Personal Care/Participation,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1,N,N,N,N,N,Price Limited Supports
Current Support Items,04_049_0136_1_1,Establishment Fee For Personal Care/Participation,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1,N,N,N,N,N,Price Limited Supports
Current Support Items,04_102_0125_6_1,Access Community Social and Rec Activ - Standard - Public Holiday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_102_0136_6_1,Group Activities - Standard - Weekday Daytime,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_103_0125_6_1,Access Community Social and Rec Activ - Standard - Weekday Evening,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_103_0136_6_1,Group Activities - Standard - Weekday Evening,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_104_0125_6_1,Access Community Social and Rec Activ - Standard - Weekday Daytime,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_104_0136_6_1,Group Activities - Standard - Saturday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_105_0125_6_1,Access Community Social and Rec Activ - Standard - Saturday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_105_0136_6_1,Group Activities - Standard - Sunday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_106_0125_6_1,Access Community Social and Rec Activ - Standard - Sunday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_106_0136_6_1,Group Activities - Standard - Public Holiday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_210_0125_6_1,Community Social And Recreational Activities,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,,,,,,,,,,,N,N,N,N,N,
Current Support Items,04_400_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_401_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_402_0104_1_1,Access Community Social and Rec Activ - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_403_0104_1_1,Access Community Social and Rec Activ - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_404_0104_1_1,Access Community Social and Rec Activ - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_450_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_450_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_451_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_451_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_452_0125_1_1,Intensive and Complex Behaviour Supports - Saturday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_452_0136_1_1,Intensive and Complex Behaviour Supports - Saturday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_453_0125_1_1,Intensive and Complex Behaviour Supports - Sunday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_453_0136_1_1,Intensive and Complex Behaviour Supports - Sunday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_454_0125_1_1,Intensive and Complex Behaviour Supports - Public Holiday,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_454_0136_1_1,Intensive and Complex Behaviour Supports - Public Holiday,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_590_0125_6_1,Activity Based Transport,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_591_0136_6_1,Activity Based Transport,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_592_0104_6_1,Activity Based Transport,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_599_0104_6_1,Centre Capital Cost,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$3.63,$3.89,N,N,Y,N,N,Price Limited Supports
Current Support Items,04_599_0133_5_1,Centre Capital Cost,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$3.63,$3.89,N,N,Y,N,N,Price Limited Supports
Current Support Items,04_599_0136_6_1,Centre Capital Cost,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$2.59,$3.63,$3.89,N,N,Y,N,N,Price Limited Supports
Current Support Items,04_600_0104_6_1,Group Activities - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_601_0104_6_1,Group Activities - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_602_0104_6_1,Group Activities - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_603_0104_6_1,Group Activities - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_604_0104_6_1,Group Activities - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_799_0104_6_1,Provider travel - non-labour costs,0104,High Intensity Daily Personal Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_799_0125_6_1,Provider travel - non-labour costs,0125,"Participation In Community, Social And Civic Activities",4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_799_0133_5_1,Provider travel - non-labour costs,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_799_0136_6_1,Provider travel - non-labour costs,0136,Group And Centre Based Activities,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,04_801_0133_5_1,Supports in Employment - Weekday Daytime,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_802_0133_5_1,Supports in Employment - Weekday Evening,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_803_0133_5_1,Supports in Employment - Saturday,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_804_0133_5_1,Supports in Employment - Sunday,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_805_0133_5_1,Supports in Employment - Public Holiday,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",H,No,20250701,2025-07-01,99991231,9999-12-31,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,04_821_0133_6_1,Activity Based Transport,0133,Specialised Supported Employment,4,4,"Assistance with Social, Economic and Community Participation","Assistance with Social, Economic and Community Participation",E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,05_174_0119_1_2,Hearing Services Program - Adults With High Intensity Needs (AH Only),0119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20250701,2025-07-01,99991231,9999-12-31,,,,,,,,,,,N,N,N,N,N,
Current Support Items,05_177_0119_1_2,Hearing Services Program - Child Under 4 Yrs (AH Only),0119,Specialised Hearing Services,5,5,Assistive Technology,Assistive Technology,E,No,20250701,2025-07-01,99991231,9999-12-31,,,,,,,,,,,N,N,N,N,N,
Current Support Items,06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,0131,Specialised Disability Accommodation,6,17,Home Modifications and Specialised Disability Accommodation (SDA)Specialised Disability Accommodation (SDA),,E,Yes,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Quotable Supports
Current Support Items,06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,0131,Specialised Disability Accommodation,6,17,Home Modifications and Specialised Disability Accommodation (SDA)Specialised Disability Accommodation (SDA),,E,Yes,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Quotable Supports
Current Support Items,07_001_0106_8_3,Support Coordination Level 1: Support Connection,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,0132,Support Coordination,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$190.54,$266.75,$285.80,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$105.43,$147.60,$158.15,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$116.16,$162.62,$174.24,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$118.31,$165.63,$177.47,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$148.36,$207.70,$222.54,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$191.29,$267.81,$286.94,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,H,No,20250701,2025-07-01,99991231,9999-12-31,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$234.23,$327.92,$351.35,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,07_501_0106_6_3,Activity Based Transport,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,07_799_0106_6_3,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,07_799_0117_8_3,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,07_799_0132_8_3,Provider travel - non-labour costs,0132,Support Coordination,7,7,Support Coordination,Support Coordination and Psychosocial Recovery Coaches,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,H,No,20250701,2025-07-01,99991231,9999-12-31,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
Current Support Items,08_590_0106_2_3,Activity Based Transport,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,08_799_0106_2_3,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",8,8,Improved Living Arrangements,Improved Living Arrangements,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
