support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
15_409_0114_1_3,Delivery of Health Supports by a Registered Nurse - Sunday,Very Remote,$315.14,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,National,$237.43,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,Remote,$332.40,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_410_0114_1_3,Delivery of Health Supports by a Registered Nurse - Public Holiday,Very Remote,$356.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,National,$143.90,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,Remote,$201.46,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_411_0114_1_3,Delivery of Health Supports by a Registered Nurse - Weekday Night,Very Remote,$215.85,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_612_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,National,$148.13,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_612_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,Remote,$207.38,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_612_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,Very Remote,$222.20,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_613_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,National,$163.39,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_613_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,Remote,$228.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_613_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,Very Remote,$245.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_614_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Saturday,National,$211.39,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_614_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Saturday,Remote,$295.95,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_614_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Saturday,Very Remote,$317.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_615_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Sunday,National,$243.02,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_615_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Sunday,Remote,$340.23,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_615_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Sunday,Very Remote,$364.53,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,National,$274.64,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Remote,$384.50,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Very Remote,$411.96,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,National,$166.45,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Remote,$233.03,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Very Remote,$249.68,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,National,$148.13,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,Remote,$207.38,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_412_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,Very Remote,$222.20,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,National,$163.39,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,Remote,$228.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_413_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,Very Remote,$245.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,National,$211.39,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,Remote,$295.95,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_414_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Saturday,Very Remote,$317.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,National,$243.02,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,Remote,$340.23,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_415_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Sunday,Very Remote,$364.53,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,National,$274.64,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Remote,$384.50,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_416_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Very Remote,$411.96,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,National,$166.45,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Remote,$233.03,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
15_417_0114_1_3,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Very Remote,$249.68,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Registered Nurse
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,National,$175.18,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Remote,$245.25,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Very Remote,$262.77,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,National,$193.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Remote,$270.58,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Very Remote,$289.91,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,National,$250.12,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Remote,$350.17,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Very Remote,$375.18,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,National,$287.58,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Remote,$402.61,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Very Remote,$431.37,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,National,$325.03,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Remote,$455.04,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Very Remote,$487.55,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,National,$196.89,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Remote,$275.65,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Very Remote,$295.34,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,National,$175.18,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Remote,$245.25,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_418_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Very Remote,$262.77,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,National,$193.27,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Remote,$270.58,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_419_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Very Remote,$289.91,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,National,$250.12,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Remote,$350.17,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_420_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Very Remote,$375.18,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,National,$287.58,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Remote,$402.61,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_421_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Very Remote,$431.37,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,National,$325.03,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Remote,$455.04,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_422_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Very Remote,$487.55,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,National,$196.89,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Remote,$275.65,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
15_423_0114_1_3,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Very Remote,$295.34,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Clinical Nurse Consultant
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,National,$183.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Remote,$256.41,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Very Remote,$274.73,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,National,$202.04,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Remote,$282.86,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Very Remote,$303.06,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,National,$261.50,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,Remote,$366.10,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,Very Remote,$392.25,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,National,$300.67,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,Remote,$420.94,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,Very Remote,$451.01,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,National,$339.84,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Remote,$475.78,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Very Remote,$509.76,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,National,$205.83,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Remote,$288.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Very Remote,$308.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,National,$183.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Remote,$256.41,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_424_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Very Remote,$274.73,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,National,$202.04,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Remote,$282.86,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_425_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Very Remote,$303.06,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,National,$261.50,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,Remote,$366.10,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_426_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Saturday,Very Remote,$392.25,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,National,$300.67,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,Remote,$420.94,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_427_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Sunday,Very Remote,$451.01,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,National,$339.84,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Remote,$475.78,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_428_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Very Remote,$509.76,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,National,$205.83,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Remote,$288.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
15_429_0114_1_3,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Very Remote,$308.75,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Nursing Supports Delivered by a Nurse Practitioner
01_004_0107_1_1,Assistance with Personal Domestic Activities,National,$61.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_004_0107_1_1,Assistance with Personal Domestic Activities,Remote,$85.62,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_004_0107_1_1,Assistance with Personal Domestic Activities,Very Remote,$91.74,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_016_0104_1_1,Specialised Home Based Assistance For A Child,National,$61.16,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_016_0104_1_1,Specialised Home Based Assistance For A Child,Remote,$85.62,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_016_0104_1_1,Specialised Home Based Assistance For A Child,Very Remote,$91.74,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_019_0120_1_1,House or Yard Maintenance,National,$59.01,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_019_0120_1_1,House or Yard Maintenance,Remote,$82.61,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_019_0120_1_1,House or Yard Maintenance,Very Remote,$88.52,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_020_0120_1_1,House Cleaning And Other Household Activities,National,$60.10,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_020_0120_1_1,House Cleaning And Other Household Activities,Remote,$84.14,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
01_020_0120_1_1,House Cleaning And Other Household Activities,Very Remote,$90.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,National,$69.39,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,Remote,$97.15,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
12_029_0126_3_3,Personal training provided by a Personal Trainer to a participant,Very Remote,$104.09,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
15_045_0128_1_3,Community Engagement Assistance,National,$53.02,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
15_045_0128_1_3,Community Engagement Assistance,Remote,$74.23,Hour,2026-07-01,2027-06-30,Schedule 3: Nursing and other labour supports,Other Labour Indexed Supports
