support_item_number,support_item_name,jurisdiction,price,unit,quote,start_date_iso,end_date_iso,type
04_805_0133_5_1,Supports in Employment - Public Holiday,SA,$156.03,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_805_0133_5_1,Supports in Employment - Public Holiday,TAS,$156.03,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_805_0133_5_1,Supports in Employment - Public Holiday,VIC,$156.03,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_805_0133_5_1,Supports in Employment - Public Holiday,WA,$156.03,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_805_0133_5_1,Supports in Employment - Public Holiday,Remote,$218.44,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_805_0133_5_1,Supports in Employment - Public Holiday,Very Remote,$234.05,H,No,2025-07-01,9999-12-31,Price Limited Supports
04_821_0133_6_1,Activity Based Transport,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
04_821_0133_6_1,Activity Based Transport,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,ACT,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,NSW,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,NT,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,QLD,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,SA,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,TAS,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,VIC,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,WA,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,Remote,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_431_0131_2_2,Specialist Disability Accommodation (SDA) - Quotable Amount,Very Remote,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,ACT,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,NSW,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,NT,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,QLD,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,SA,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,TAS,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,VIC,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,WA,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,Remote,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
06_432_0131_2_2,SDA Vacancy - Person-Specific Adjustment,Very Remote,NA,E,Yes,2025-07-01,9999-12-31,Quotable Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,ACT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,NSW,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,NT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,QLD,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,SA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,TAS,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,VIC,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,WA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,Remote,$112.08,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_001_0106_8_3,Support Coordination Level 1: Support Connection,Very Remote,$120.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,ACT,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,NSW,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,NT,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,QLD,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,SA,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,TAS,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,VIC,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,WA,$100.14,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Remote,$140.19,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_002_0106_8_3,Support Coordination Level 2: Coordination of Supports,Very Remote,$150.21,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,ACT,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,NSW,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,NT,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,QLD,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,SA,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,TAS,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,VIC,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,WA,$190.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,Remote,$266.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_004_0132_8_3,Support Coordination Level 3: Specialist Support Coordination,Very Remote,$285.80,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,ACT,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,NSW,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,NT,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,QLD,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,SA,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,TAS,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,VIC,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,WA,$105.43,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Remote,$147.60,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Very Remote,$158.15,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,ACT,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,NSW,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,NT,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,QLD,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,SA,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,TAS,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,VIC,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,WA,$116.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,Remote,$162.62,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,Very Remote,$174.24,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,ACT,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,NSW,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,NT,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,QLD,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,SA,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,TAS,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,VIC,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,WA,$118.31,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,Remote,$165.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,Very Remote,$177.47,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,ACT,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,NSW,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,NT,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,QLD,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,SA,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,TAS,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,VIC,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,WA,$148.36,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,Remote,$207.70,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,Very Remote,$222.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,ACT,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,NSW,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,NT,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,QLD,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,SA,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,TAS,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,VIC,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,WA,$191.29,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,Remote,$267.81,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,Very Remote,$286.94,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,ACT,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,NSW,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,NT,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,QLD,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,SA,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,TAS,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,VIC,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,WA,$234.23,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,Remote,$327.92,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,Very Remote,$351.35,H,No,2025-07-01,9999-12-31,Price Limited Supports
07_501_0106_6_3,Activity Based Transport,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_501_0106_6_3,Activity Based Transport,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0106_6_3,Provider travel - non-labour costs,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0117_8_3,Provider travel - non-labour costs,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
07_799_0132_8_3,Provider travel - non-labour costs,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,ACT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,NSW,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,NT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,QLD,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,SA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,TAS,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,VIC,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,WA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,Remote,$112.08,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,Very Remote,$120.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
08_590_0106_2_3,Activity Based Transport,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_590_0106_2_3,Activity Based Transport,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,ACT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,NSW,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,NT,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,QLD,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,SA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,TAS,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,VIC,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,WA,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
08_799_0106_2_3,Provider travel - non-labour costs,Very Remote,$1.00,E,No,2025-07-01,9999-12-31,Unit Price = $1
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,ACT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,NSW,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,NT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,QLD,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,SA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,TAS,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,VIC,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,WA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,Remote,$112.08,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,Very Remote,$120.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,ACT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,NSW,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,NT,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,QLD,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,SA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,TAS,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,VIC,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,WA,$80.06,H,No,2025-07-01,9999-12-31,Price Limited Supports
09_009_0117_6_3,Skills Development And Training,Remote,$112.08,H,No,2025-07-01,9999-12-31,Price Limited Supports
